# # sequence-characters.txt

# Part of 'Conway Stroke Data',
# see <https://github.com/stroke-input/stroke-input-data>.

# Copyright 2021 Conway.
# Licensed under Creative Commons Attribution 4.0 International (CC-BY-4.0),
# see <https://creativecommons.org/licenses/by/4.0/>.

# Contains tab-separated (stroke sequence, characters data) pairs,
# where characters data consists of comma-separated triplets of
# (dual characters, traditional characters, simplified characters).

# This file is automatically generated by running `generate.py`
# in <https://github.com/stroke-input/stroke-input-data>.
# It should NOT be edited manually.
# Manual edits should be made to `codepoint-character-sequence.txt`.

1	一
11	二
111	三
1111	亖
1111342511	脊
1111343511	脊
1111343541	脊
111154	弎弐
1112	丰
11121112511	彗
111211125114334	熭
111211125114544	慧
11121154	奊
111213251	砉
11121325122	剨
1112145	匤
111215	匡
111215134	奊
11121553	劻
111234	耒
11123411212511134	耫
1112341122125121	耩
1112341132	耕
1112341154	耘
11123412	耓
11123412123241112154	耯
11123412212511	耤
11123412213241112154	耯
1112341223241112154	耯
1112341224553	,,耢
11123412511	耟
1112341311534124	耨
111234132511454544354	耰
1112341515	耟
11123421123241112154	耯
11123423425251	耥
1112342343	耖
11123424325251	耥
11123425111	耝
1112342511153	耡
11123425112512531	,耬
111234251125214	耦
11123425112554	耦
11123425151	耜
1112343115	耗
111234341251	耠
11123434125122	耣
11123435254	耚
1112344125221211113534	耲
1112344125221241343534	耲
1112344131234123413251	耱
1112344131235123513251	耱
1112344143454135	耪
1112344143454153	耪
111234431234531	,,耧
111234433443344553	,耮
11123451251	耜
111234521	耔
1112345215	耙
11123453251	耞
11123453254	耚
11123454251	耛
111234554554134534	耭
111234554554134543	耭
1112355215	,,艳
111251113454	,貳
111253	㓞
1112531234	栔
111253134	契
111253251214	蛪
1112532534	洯
1112533112	挈
111253454	,,贰
1112534544	恝
111253554234	絜
1113124	寿
11131244444	,,焘
11134112	奉
111341134	奏
1113424134	泰
111342511	春
1113425114544	惷
1113431234	秦
111343134	奏
11134321511	舂
111343215114544	憃
111352	邦
111352252	帮
11135232511252	,幚
1113552	邦
1113552252	帮
111355232511252	,幚
111534	,㦮
11154	弍
111543	,㦮
112	亍于干
1121	壬王龶𤣩
11211112	玤
112111134112	琫
1121111342511	瑃
11211113431234	瑧
1121112	玕玗
11211121	,玨
11211121112145443	璱
112111211234	琹
112111211515	琵
112111211535	琵
112111211553	琵
112111212154	珷
1121112134	珡
112111213415	琴
112111213445	琴
11211121353134	璈
112111214	珏
1121112145443	瑟
112111215215	琶
11211121533134	璈
112111215513	瑇
112111215531	瑇
11211121554	珷
1121112155414	瑇
1121112155441	瑇
11211132454	,,琎
11211134	玞
1121113411342511134	,瓉
11211135	玩
11211152	,,玮
112112	幵玎
1121121	玒
1121121121	珪
11211211254444	,瑪
1121121211212112	璍
112112121215425221	瓂
1121121225125132411121	瓘
1121121225134	瑛
112112123123435	璓
112112123123453	璓
112112123241112154	瓁
1121121234	栞
112112123411234	瑹
11211212352513134	璥
1121121252212511134	,瓄
1121121253512511134	,瓄
1121121315	珯
112112132511	琽
1121121325114	琽
1121121335	珯
1121121353	珯
112112141353134	璈
112112141533134	璈
112112151211251124	璹
1121121512112511244444	瓙
1121121525125121	璢
112112154	珁珐
112112211	玵
1121122111	珥
112112211134	琪
112112211134121	璂
112112211152	瑘
1121122111552	瑘
11211221122112	璍
1121122112512134	璜
11211221215425221	瓂
112112212511121	瑾
112112212512134	璜
1121122125125132411121	瓘
112112212523434	,璊
112112213241112154	瓁
1121122134	珙
11211221352513134	璥
112112215	玴
112112225125132411121	瓘
112112225134	瑛
11211223123435	璓
11211223123453	璓
11211223241112154	瓁
11211223411234	瑹
1121122352513134	璥
11211224312511	瑨
11211225111134	瑱
1121122513511	瑚
1121122513541	瑚
112112341234	琳
11211234123452134	璴
112112343434	琜
11211241344	球
1121124334	烎
112112511124454	,璉
11211251112454	,璉
112112511124554	,璉
112112511214124	瑼
1121125112144544	璤
1121125112441353134	璷
1121125112441533134	璷
112112511534	琙
112112511543	琙
112112512	珂
11211251234352511134	瓎
11211251234532511134	瓎
11211251251	珸
112112512531125221	璼
112112512531425221	璼
112112521111132522	瓀
11211252211234	瑮
112112523211511134	璵
112112524134132522	瓀
112112524444132522	瓀
112112533211511134	璵
1121125431234	瑓
1121131251534	瑊
1121131251543	瑊
1121131525125121	璢
1121131534	珬
1121131543	珬
1121132	弄
11211324	,,环
1121132511	珛
11211325111134	瑱
1121132511454544354	瓇
1121132521	珔
1121132522134	瑌
11211331234312342121	瓑
1121133511	珛
112113412	玶
112113412512	琦
1121134432511234	璙
112113533434	琢
112113534	,,珑
1121135534	珹
1121135543	珹
112114312	玶
1121143342511234	璙
112114521111132522	瓀
112114524134132522	瓀
112114524444132522	瓀
1121151	,,玙
11211512454	,,琏
11211515	玭
1121151532511	瑎
11211521251	珸
11211523	玡
11211523211511134	璵
1121152352	琊
11211523552	琊
11211525111534	瑱
11211533211511134	璵
112115341534	琖
11211535	玭
1121153532511	瑎
112115431543	琖
1121154325	琉
112115435	珫
11211545412511	瑨
11211553	玭
1121155332511	瑎
11211554	珁
112121112111	琲
11212111254444	,瑪
1121211212112112	璍
112121121215425221	瓂
1121211225125132411121	瓘
1121211225134	瑛
112121123123435	璓
112121123123453	璓
112121123241112154	瓁
112121123411234	瑹
112121123454	琡
11212112352513134	璥
1121212115	玼
1121212135	玼
1121212153	玼
112121251	玷
112121251112	琸
11212132515	匿
112121325154544	慝
11212135454431234	璨
112121451343425111	璿
112121515	玼
112121531512512534121344	,瓛
112121531512512535121344	,瓛
112121531512512543121344	,瓛
11212153151353334	璩
11212153152512125221	,瓐
112121531535	琥
112121535	玼
11212154	武
1121215421531535	虣
112121553	玼
1121224314311134	璞
11212324111213215115	匶
11212342511	琑
11212342511134	,瑣
11212343511	琑
11212343541	琑
1121243135	珖
11212432511	琑
11212432511134	,瑣
11212432534	,,琐
11212433511	琑
11212433541	琑
11212434525125121	,璫
112124345251252	瑺
1121243511	,,珰
11212511	青
112125111	珇
11212511121	珵理
1121251112134	瑅
11212511134	,珼責
112125111342511134531	,瓔
1121251113453	,勣
11212511135	,現
1121251113533	,瑒
112125111515	琨
1121251115154	瑕
112125111535	琨
112125111553	琨
112125112	玾珅
112125112511	琩
1121251125111	瑁
112125112511125431234	,瓓
